-3.617,6.412,1
-3.5945,5.6362,1
-4.5993,5.4104,1
-3.1465,4.147,1
-4.2073,6.2704,1
-4.6528,6.4772,1
-4.0713,5.0617,1
-3.8386,5.7318,1
-4.4099,5.2887,1
-3.9386,4.1539,1
-4.3983,5.4565,1
-4.9119,6.6527,1
-4.7343,6.5406,1
-3.0242,5.8431,1
-3.7222,6.6395,1
-4.081,6.5409,1
-5.2626,7.1104,1
-4.9896,4.1712,1
-2.6155,5.9373,1
-3.5511,5.6367,1
-5.0206,2.927,1
-3.3737,5.7133,1
-4.1973,6.4056,1
-5.4193,5.2706,1
-2.8527,6.5979,1
-5.2813,3.7967,1
-4.5712,6.214,1
-3.0576,6.0937,1
-5.1223,6.3062,1
-5.1723,5.039,1
-4.6537,4.7706,1
-4.271,5.1,1
-4.2857,5.5376,1
-4.4098,5.4965,1
-2.7667,6.6103,1
-3.9409,4.5331,1
-5.6258,4.0352,1
-1.3948,6.9724,1
-3.743,5.0258,1
-5.1464,6.5476,1
-2.4349,4.3067,1
-4.4494,5.9157,1
-5.992,6.8412,1
-4.4147,7.9122,1
-4.3909,6.4092,1
-5.1424,5.3751,1
-5.1687,6.3926,1
-2.6982,5.4064,1
-3.5636,5.4956,1
-3.8979,7.1963,1
-3.8797,4.9632,1
-4.8571,5.8301,1
-4.1917,5.1342,1
-3.8193,7.2665,1
-4.2512,5.7954,1
-6.2015,5.2255,1
-5.3933,5.6138,1
-3.4744,7.5233,1
-2.2015,5.8831,1
-4.3202,6.8175,1
-3.5098,6.7653,1
-3.2217,4.5197,1
-3.4596,5.9085,1
-4.7603,5.3064,1
-2.7185,5.1903,1
-5.2368,6.2147,1
-1.9892,6.0256,1
-3.6917,5.0618,1
-2.3258,6.125,1
-3.4699,5.0479,1
-3.146,6.3891,1
-5.156,6.0397,1
-4.4506,6.1092,1
-4.2506,5.8101,1
-5.0329,5.6767,1
-3.2335,7.7447,1
-5.1605,8.3774,1
-2.4739,6.1685,1
-4.3012,5.3013,1
-3.1672,5.3054,1
-4.4619,6.8836,1
-3.5641,6.8967,1
-3.4953,5.5991,1
-4.5138,6.7964,1
-4.6712,7.1867,1
-3.2093,6.2877,1
-3.9968,6.3656,1
-0.47332,5.8876,1
-5.5566,7.9151,1
-3.3902,5.3521,1
-1.3827,6.551,1
-3.7058,5.2222,1
-5.0649,4.2316,1
-4.4229,4.9469,1
-3.3522,5.6824,1
-2.231,7.5106,1
-3.836,5.7172,1
-2.8478,4.8535,1
-3.3263,5.3309,1
-4.4003,5.3282,1
0.57563,-0.77809,0
-1.0636,0.55298,0
-0.42343,0.36159,0
-0.35189,0.26954,0
-2.5644,0.46586,0
1.8536,1.0393,0
0.9109,-0.23973,0
0.181,0.24425,0
0.096393,-0.83047,0
-0.35225,-0.17478,0
-0.48065,0.83684,0
2.5383,-1.3233,0
0.12834,-1.4424,0
1.3025,1.4099,0
-1.6625,1.9437,0
-1.0847,0.22682,0
1.0989,0.14719,0
2.2957,2.7526,0
0.13832,-1.9071,0
-0.36499,-0.84811,0
-0.76475,-1.1277,0
0.078189,2.1066,0
-0.71585,-0.28052,0
1.1665,1.2128,0
0.48554,1.026,0
0.87073,-0.38176,0
0.42889,-0.29913,0
-0.89987,0.63475,0
0.067454,-0.18712,0
0.29173,0.98769,0
0.39293,0.19455,0
0.27978,0.05122,0
-0.77447,0.78678,0
1.4089,-0.5341,0
1.9278,-0.17625,0
-0.24375,-0.8976,0
-0.79234,-0.95297,0
0.35391,1.597,0
0.52747,0.8542,0
1.3418,-2.4995,0
-0.16756,0.35302,0
0.71725,-1.3049,0
-1.0059,0.79068,0
-0.11657,0.55309,0
-0.96064,-1.6338,0
0.7612,1.1933,0
1.6321,-1.5322,0
-1.3369,-1.4738,0
-0.041663,-0.61551,0
1.3142,-1.4551,0
-1.7423,0.2053,0
1.1929,-0.80282,0
-1.2656,-0.14933,0
-1.6364,0.017344,0
0.82839,0.21774,0
-1.9092,-0.53682,0
-0.30203,1.8136,0
0.91485,-0.057081,0
1.3094,-1.0447,0
-0.34827,1.4126,0
1.5024,0.73038,0
0.49075,-0.58613,0
0.7449,-0.82815,0
0.57452,0.28184,0
1.1393,-0.42587,0
0.63614,0.79318,0
-0.89838,0.15624,0
1.5973,0.11244,0
-0.30862,0.45666,0
-0.2751,0.44314,0
-0.13477,-0.018328,0
0.46079,1.3623,0
0.45187,1.6484,0
-2.0284,-0.44926,0
0.23599,-0.83517,0
-1.276,0.61704,0
0.6127,0.28938,0
0.39532,-0.87056,0
-0.49769,-0.10667,0
-0.68783,0.33188,0
2.3652,-0.48223,0
0.64745,-1.0344,0
1.3396,-0.96914,0
0.20872,-0.61859,0
0.51202,0.011354,0
-0.043989,2.9491,0
-0.63005,-0.046879,0
2.683,-1.1467,0
0.553,-1.0765,0
1.0306,0.32753,0
0.65212,-0.27886,0
0.24519,1.4725,0
-2.2751,-1.6333,0
0.41547,-0.65477,0
-0.29635,-1.4969,0
-0.90483,-0.40418,0
-0.7258,-0.86649,0
-0.42185,-0.94267,0
1.3419,-0.98843,0
1.8179,-0.37444,0
